Sample in Buffer,Sample in Window,TRIGGER,lab6_mb_clock_i/system_ila_0/U0/probe0_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_0_LMB_abus_1[0:31],lab6_mb_clock_i/system_ila_0/U0/SLOT_0_LMB_addrstrobe_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_0_LMB_ce_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_0_LMB_readdbus_1[0:31],lab6_mb_clock_i/system_ila_0/U0/SLOT_0_LMB_readstrobe_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_0_LMB_ready_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_0_LMB_ue_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_0_LMB_wait_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_1_MBINTERRUPT_interrupt_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_data_access_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_data_address_1[0:31],lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_data_byte_enable_1[0:3],lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_data_read_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_data_write_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_data_write_value_1[0:31],lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_dcache_hit_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_dcache_rdy_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_dcache_read_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_dcache_req_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_delay_slot_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_ex_piperun_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_exception_kind_1[0:4],lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_exception_taken_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_icache_hit_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_icache_rdy_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_icache_req_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_instruction_1[0:31],lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_jump_hit_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_jump_taken_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_mb_halted_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_mem_piperun_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_msr_reg_1[0:14],lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_new_reg_value_1[0:31],lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_of_piperun_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_pc_1[0:31],lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_pid_reg_1[0:7],lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_reg_addr_1[0:4],lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_reg_write_1,lab6_mb_clock_i/system_ila_0/U0/SLOT_2_MBTRACE_valid_instr_1
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
0,0,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
1,1,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
2,2,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
3,3,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
4,4,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
5,5,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
6,6,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
7,7,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
8,8,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
9,9,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
10,10,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
11,11,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
12,12,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
13,13,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
14,14,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
15,15,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
16,16,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
17,17,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
18,18,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
19,19,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
20,20,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
21,21,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
22,22,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
23,23,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
24,24,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
25,25,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
26,26,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
27,27,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
28,28,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
29,29,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
30,30,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
31,31,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
32,32,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
33,33,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
34,34,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
35,35,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
36,36,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
37,37,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
38,38,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
39,39,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
40,40,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
41,41,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
42,42,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
43,43,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
44,44,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
45,45,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
46,46,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
47,47,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
48,48,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
49,49,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
50,50,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
51,51,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
52,52,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
53,53,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
54,54,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
55,55,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
56,56,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
57,57,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
58,58,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
59,59,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
60,60,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
61,61,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
62,62,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
63,63,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
64,64,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
65,65,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
66,66,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
67,67,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
68,68,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
69,69,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
70,70,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
71,71,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
72,72,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
73,73,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
74,74,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
75,75,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
76,76,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
77,77,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
78,78,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
79,79,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
80,80,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
81,81,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
82,82,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
83,83,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
84,84,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
85,85,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
86,86,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
87,87,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
88,88,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
89,89,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
90,90,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
91,91,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
92,92,0,0,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
93,93,0,0,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
94,94,0,0,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
95,95,0,0,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
96,96,0,0,000008d0,1,0,f00034d7,1,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
97,97,0,0,000008d4,1,0,b0000000,1,1,0,0,0,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
98,98,0,0,000008d8,1,0,e06034d7,1,1,0,0,0,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
99,99,0,0,000008dc,1,0,a46300ff,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
100,100,1,1,000008e0,1,0,bc03fff4,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008e0,00,00,0,0
101,101,0,1,000008e4,1,0,b0000000,1,1,0,0,0,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,0,000008d0,00,00,0,1
102,102,0,1,000008e4,0,0,f00034d7,1,1,0,0,0,1,000034d7,8,1,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,1,1
103,103,0,1,000008e4,0,0,f00034d7,0,0,0,0,0,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
104,104,0,1,000008d0,1,0,f00034d7,1,0,0,0,1,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0002,00000000,1,000008d4,00,03,0,0
105,105,0,1,000008d4,1,0,b0000000,1,1,0,0,1,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0002,00000000,0,000008d8,00,03,1,1
106,106,0,1,000008d8,1,0,e06034d7,1,1,0,0,1,0,000008d0,f,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,bc03fff4,0,1,0,1,0002,000008dc,1,000008dc,00,00,0,1
107,107,0,1,000008dc,1,0,a46300ff,1,1,0,0,1,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
108,108,0,1,000008e0,1,0,bc03fff4,1,1,0,0,1,0,00000000,1,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,b0000000,0,0,0,1,0002,00000000,1,000008e0,00,00,0,0
109,109,0,1,000008e4,1,0,b0000000,1,1,0,0,1,0,00000000,1,0,0,00000000,0,0,0,0,0,1,0a,1,0,0,0,b0000000,0,0,0,1,0002,000008d0,1,000008d0,00,0e,1,1
110,110,0,1,00000010,1,0,f00034d7,1,1,0,0,1,0,000034d7,8,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,e06034d7,0,0,0,1,0000,00000000,1,000008d4,00,03,0,0
111,111,0,1,00000014,1,0,b0000000,1,1,0,0,1,0,00000002,c,0,0,00000000,0,0,0,0,0,1,00,0,0,0,0,a46300ff,0,0,0,1,0000,00000000,0,000008d8,00,03,0,0
